commit,path,line,method,normalized_template,classification,disposition,event,outcome,rationale
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/schedule.ts","38","console.log","🕐 Ejecutando procesarMoras a las 11:59 PM Guatemala...","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/schedule.ts","41","console.log","✅ procesarMoras ejecutado correctamente","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/schedule.ts","43","console.error","❌ Error al ejecutar procesarMoras:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/schedule.ts","50","console.log","📊 Ejecutando upsertEfectividadAsesores para {expr}/{expr}/{expr}...","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/schedule.ts","53","console.log","✅ upsertEfectividadAsesores:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/schedule.ts","55","console.error","❌ Error al ejecutar upsertEfectividadAsesores:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/schedule.ts","64","console.log","🕛 Ejecutando expirarCompraCarteraVencidas a las 00:00 Guatemala...","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/schedule.ts","67","console.log","✅ expirarCompraCartera: escaneados={expr}, vencidos={expr}, creditosProcesados={expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/schedule.ts","71","console.error","❌ Error al ejecutar expirarCompraCarteraVencidas:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/schedule.ts","80","console.log","🗓️ Ejecutando generarCierreMensual (diario, 02:00 Guatemala)...","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/schedule.ts","83","console.log","✅ cierreMensual: periodo={expr}, filas={expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/schedule.ts","85","console.error","❌ Error al ejecutar generarCierreMensual:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/schedule.ts","93","console.log","🧾 Ejecutando verificarFacturasSat...","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/schedule.ts","96","console.log","✅ verificarFacturasSat: revisadas={expr}, fallidas={expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/schedule.ts","98","console.error","❌ Error al ejecutar verificarFacturasSat:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/schedule.ts","105","console.log","📧 Ejecutando reportarFacturasFallidasSat...","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/schedule.ts","108","console.log","✅ reportarFacturasFallidasSat: enviadas={expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/schedule.ts","110","console.error","❌ Error al ejecutar reportarFacturasFallidasSat:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/schedule.ts","122","console.log","📸 Regenerando snapshot diario {expr} (01:00 Guatemala)...","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/schedule.ts","125","console.log","✅ snapshotDiario {expr}: regenerado","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/schedule.ts","127","console.error","❌ Error regenerando snapshot {expr}:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/schedule.ts","132","console.log","✅ Tareas programadas iniciadas (horario Guatemala)","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/scripts/puppeteer-smoke.mjs","26","console.log","<dynamic>","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/scripts/puppeteer-smoke.mjs","28","console.error","<dynamic>","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/nitGenerator.ts","54","console.log","🔍 Consultando NIT:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/nitGenerator.ts","67","console.log","📦 Response recibido de COFIDI","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/nitGenerator.ts","82","console.error","❌ No se encontró getNITResult en la respuesta","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/nitGenerator.ts","89","console.log","📄 getNITResult completo:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/nitGenerator.ts","96","console.error","❌ No se encontró Response en getNITResult","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/nitGenerator.ts","103","console.log","📄 Response data:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/nitGenerator.ts","109","console.log","✅ NIT consultado exitosamente:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/nitGenerator.ts","117","console.log","❌ NIT no encontrado:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/nitGenerator.ts","126","console.error","❌ Error al consultar NIT:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/nitGenerator.ts","129","console.error","📄 Response data:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/nitGenerator.ts","130","console.error","📄 Response status:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/satClientService.ts","64","console.log","📤 Certificando documento...","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/satClientService.ts","77","console.log","📄 XML guardado en:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/satClientService.ts","83","console.log","📄 SOAP Request guardado en:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/satClientService.ts","94","console.log","📨 Response status:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/satClientService.ts","100","console.error","❌ Error guardado en:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/satClientService.ts","107","console.log","✅ Response guardado en:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/satClientService.ts","112","console.error","❌ Error al certificar documento:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/satClientService.ts","161","console.log","📊 Resultado:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/satClientService.ts","186","console.log","✅ Certificación exitosa:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/satClientService.ts","200","console.error","❌ Error al parsear respuesta:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/satClientService.ts","212","console.log","🔍 Consultando DTE con ID interno:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/satClientService.ts","246","console.error","❌ Error al consultar DTE:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/satClientService.ts","304","console.error","❌ Error al parsear respuesta lookup:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/satClientService.ts","312","console.log","📥 Obteniendo DTE con UUID:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/satClientService.ts","346","console.error","❌ Error al obtener DTE:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/satClientService.ts","402","console.error","❌ Error al parsear respuesta get:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/satClientService.ts","410","console.log","🚫 Anulando DTE con UUID:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/satClientService.ts","444","console.error","❌ Error al anular DTE:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/cofidi/satClientService.ts","488","console.error","❌ Error al parsear respuesta void:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/abonosCapital.ts","34","console.error","Error al crear abono a capital:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/abonosCapital.ts","355","console.error","Error al actualizar abono a capital:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/accounts.ts","40","console.error","❌ Error al obtener cuentas de empresa:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/accounts.ts","74","console.error","❌ Error al obtener cuenta por ID:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/accounts.ts","109","console.error","❌ Error al crear cuenta de empresa:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/accounts.ts","151","console.error","❌ Error al actualizar cuenta de empresa:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/accounts.ts","183","console.error","❌ Error al desactivar cuenta de empresa:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/accounts.ts","239","console.error","❌ Error al obtener movimientos:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/accounts.ts","275","console.error","❌ Error al crear movimiento de cuenta:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/addInvestorToCredit.ts","551","console.log","================================================================","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/addInvestorToCredit.ts","552","console.log","[addInvestorToCredit] MODO MANUAL: {expr} crédito(s) forzado(s)","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/addInvestorToCredit.ts","567","console.log","- Credito {expr} ({expr}): asignar Q{expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/addInvestorToCredit.ts","571","console.log","================================================================","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/addInvestorToCredit.ts","655","console.log","================================================================","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/addInvestorToCredit.ts","656","console.log","[addInvestorToCredit] Llamando a getCreditCandidates con:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/addInvestorToCredit.ts","657","console.log","- monto: {expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/addInvestorToCredit.ts","658","console.log","- limit (minimo): {expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/addInvestorToCredit.ts","659","console.log","- inversionista_id: {expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/addInvestorToCredit.ts","660","console.log","- porcentaje (filtro): {expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/addInvestorToCredit.ts","661","console.log","================================================================","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/addInvestorToCredit.ts","665","console.log","[addInvestorToCredit] Candidatos encontrados: {expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/addInvestorToCredit.ts","667","console.log","[{expr}] Credito: {expr}, Score: {expr}, Capital Activo: {expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/addInvestorToCredit.ts","669","console.log","================================================================","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/addInvestorToCredit.ts","729","console.log","[addInvestorToCredit] Filtro tipo_reinversion: {expr} descartados, {expr} compatibles","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/addInvestorToCredit.ts","1559","console.log","✅ Crédito {expr} - asignado Q{expr} - quedan Q{expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/addInvestorToCredit.ts","1666","console.warn","[addInvestorToCredit] No se pudo resolver el usuario desde el JWT:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/addInvestorToCredit.ts","1698","console.error","[addInvestorToCredit] Error enviando notificación por correo:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/addInvestorToCredit.ts","1763","console.error","[addInvestorToCredit] Error:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","72","console.error","❌ Error insertAdvisor:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","99","console.log","🔍 ========================================","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","100","console.log","🔍 Buscando: ""{expr}""","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","101","console.log","🔍 Normalizado: ""{expr}""","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","102","console.log","🔍 Length: {expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","103","console.log","🔍 Bytes: [{expr}]","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","110","console.log","📋 Asesores en BD ({expr}):","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","121","console.log","- ""{expr}"" → normalizado: ""{expr}"" (length: {expr})","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","122","console.log","Bytes: [{expr}]","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","123","console.log","Match: {expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","131","console.log","✅ ENCONTRADO: ID {expr} - ""{expr}""","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","132","console.log","========================================","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","141","console.log","➕ NO ENCONTRADO - Creando: ""{expr}""","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","142","console.log","========================================","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","333","console.log","🚀 Fetching créditos por asesor | numero_credito_sifco: {expr}, email_asesor: {expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","340","console.log","🔎 Filtrando por email de asesor: {expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","359","console.log","👥 Asesores encontrados: {expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","389","console.log","📊 Créditos para asesor {expr}: {expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","430","console.error","❌ Error procesando asesor {expr}:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","450","console.log","✅ Resultados generados para {expr} asesores","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","454","console.error","❌ Error general en getCreditosPorAsesorController:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","470","console.log","🔍 Buscando asesor con menor carga de capital...","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","491","console.log","👥 Asesores activos encontrados: {expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","534","console.log","📊 Carga de asesores:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","536","console.log","- {expr}: {expr} créditos, Capital: Q{expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","543","console.log","✅ Asesor seleccionado: {expr} (ID: {expr})","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","549","console.error","❌ Error obteniendo asesor con menor carga:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","587","console.error","❌ Error getCreditosCRM:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/advisor.ts","631","console.error","❌ Error updateCreditAdvisor:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/ajustarPagosLiquidacion.ts","942","console.error","[ajustarPagosLiquidacion] Error generando reporte:","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/assignCapital.ts","149","console.log","🔍 ========== getCreditCandidates ==========","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/assignCapital.ts","150","console.log","monto: {expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/assignCapital.ts","168","console.log","✨ Inversionista ID {expr} detectado como NUEVO.","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/assignCapital.ts","197","console.log","- Créditos ACTIVOS en total: {expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/assignCapital.ts","200","console.log","- Elegibles antes del filtro de interés: {expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/assignCapital.ts","201","console.log","- Descartados por excluir_compras: {expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/assignCapital.ts","243","console.log","Candidatos base (Activos + Vehículo + Interés > 0): {expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/assignCapital.ts","268","console.log","Créditos descartados por validaciones de pagos pendientes/inválidos: {expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/assignCapital.ts","284","console.log","Créditos descartados por compra pendiente de facturar: {expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/assignCapital.ts","304","console.log","Créditos descartados por cuotas vencidas sin pagar: {expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/assignCapital.ts","348","console.log","Créditos con espejo completado (elegibles): {expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/assignCapital.ts","401","console.log","Créditos descartados por porcentaje incompatible (inversionista propio): {expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/assignCapital.ts","510","console.log","❌ [{expr}] Descartado: tiene pagos sin validar (estado riesgoso)","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/assignCapital.ts","518","console.log","❌ [{expr}] Descartado: tiene compra pendiente de facturar","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/assignCapital.ts","526","console.log","❌ [{expr}] Descartado: tiene cuotas vencidas sin pagar","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/assignCapital.ts","534","console.log","❌ [{expr}] Descartado: inversionista ya participa con porcentaje distinto","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/assignCapital.ts","542","console.log","❌ [{expr}] Descartado: espejo tiene registros pendientes (proceso en curso)","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/assignCapital.ts","554","console.log","❌ [{expr}] Descartado: Crédito sin participación de Cube (ID {expr})","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/assignCapital.ts","572","console.log","❌ [{expr}] Descartado: Pool donde Cube (Q{expr}) no es el líder (hay montos de Q{expr})","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/assignCapital.ts","587","console.log","❌ [{expr}] Descartado: El capital activo es Q0.00","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/assignCapital.ts","599","console.log","❌ [{expr}] Descartado: No tiene ninguna cuota pagada (>= 1)","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/assignCapital.ts","643","console.log","✅ [{expr}] score={expr} (crm={expr}, nuevo={expr}, fmt={expr}, cuotas={expr}, prox={expr}, reinv={expr}, total={expr}, venc30={expr})","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/assignCapital.ts","742","console.log","✅ Candidatos finales: {expr}","unresolved","unresolved","","","pending_semantic_review"
"56717ddef8f0bbd8c8633172c8ca2c85c248dfd7","apps/cartera-back/src/controllers/assignCapital.ts","743","console.log","===========================================","unresolved","unresolved","","","pending_semantic_review"
